stay_id,name,district,accommodation_types,suitable_for,budget_level,description,url/contact number,,,
64,Aqua Resort,Kalutara,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 1122334,,,
65,Earl’s Regency Kandy,Kandy,Hotel,Family;Couple,High,Click here to visit the website or get contact details.,https://www.earlsregency.com,,,
66,Cinnamon Citadel Kandy,Kandy,Hotel,Family;Couple,High,Click here to visit the website or get contact details.,https://www.cinnamonhotels.com/cinnamoncitadel,,,
67,The Kandy House,Kandy,Hotel,Couple;Solo,High,Click here to visit the website or get contact details.,https://www.thekandyhouse.com,,,
68,Mahaweli Reach Hotel,Kandy,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.mahawelireach.com,,,
69,Hotel Suisse,Kandy,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.hotelsuisse.com,,,
70,Amaya Hills,Kandy,Hotel,Family;Couple,High,Click here to visit the website or get contact details.,https://www.amayahotels.com/amayahills,,,
71,Serene Kandy Hotel,Kandy,Hotel,Solo;Couple,Medium,Click here to visit the website or get contact details.,+94 81 2223344,,,
72,Villa Rosa Kandy,Kandy,Villa,Couple;Family,High,Click here to visit the website or get contact details.,https://www.villarosakandy.com,,,
73,Amaya Residency,Kandy,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.amayahotels.com/residency,,,
74,Cedar Villa,Kandy,Villa,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 81 2233445,,,
75,Hillside Villa,Kandy,Villa,Couple;Family,High,Click here to visit the website or get contact details.,+94 77 9988776,,,
76,Serenity Villa Kandy,Kandy,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 8877665,,,
77,Orchid Villa,Kandy,Villa,Couple;Solo,High,Click here to visit the website or get contact details.,+94 77 7766554,,,
78,Panorama Villa,Kandy,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 6655443,,,
79,Earl’s Regency Resort,Kandy,Resort,Family;Couple,High,Click here to visit the website or get contact details.,https://www.earlsregency.com,,,
80,The Golden Crown Hotel & Resort,Kandy,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 81 3344556,,,
81,Kandy View Resort,Kandy,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 4433221,,,
82,Hillside Retreat,Kandy,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 1122334,,,
83,Amaya Hills Resort,Kandy,Resort,Couple;Family,High,Click here to visit the website or get contact details.,https://www.amayahotels.com/amayahills,,,
84,Lilac Resort,Kandy,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 5566778,,,
85,Kandy Lake Resort,Kandy,Resort,Couple;Family,High,Click here to visit the website or get contact details.,https://www.kandylakeresort.com,,,
86,Sigiriya Village Hotel,Matale,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.sigiriyavillage.com,,,
87,Hotel Sigiriya,Matale,Hotel,Family;Couple,High,Click here to visit the website or get contact details.,https://www.hotelsigiriya.com,,,
88,Aliya Resort & Spa,Matale,Hotel,Family;Couple,High,Click here to visit the website or get contact details.,https://www.aliyaresort.com,,,
89,The Paradise Resort,Matale,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.paradiseresort.lk,,,
90,Kassapa Lions Rock,Matale,Hotel,Couple;Family,High,Click here to visit the website or get contact details.,https://www.kassapalionrock.com,,,
91,Pelwehera Village Resort,Matale,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 66 2281234,,,
92,Sigiriya Jungles Hotel,Matale,Hotel,Couple;Family,High,Click here to visit the website or get contact details.,https://www.sigiriyajungles.com,,,
93,Sigiriya Water Garden Villa,Matale,Villa,Couple;Family,High,Click here to visit the website or get contact details.,https://www.watergardensigiriya.com,,,
94,Jungle Vista Villa,Matale,Villa,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 77 5544332,,,
95,Lion Rock Villa,Matale,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 6655443,,,
96,Serenity Sigiriya Villa,Matale,Villa,Couple;Family,High,Click here to visit the website or get contact details.,+94 77 7766554,,,
97,Dambulla Hills Villa,Matale,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 8877665,,,
98,Sigiriya Forest Villa,Matale,Villa,Couple;Family,High,Click here to visit the website or get contact details.,+94 77 9988776,,,
99,Orchid Villa Sigiriya,Matale,Villa,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 77 3322110,,,
100,Cinnamon Lodge Habarana,Matale,Resort,Family;Couple,High,Click here to visit the website or get contact details.,https://www.cinnamonhotels.com/cinnamonlodgehabarana,,,
101,Amaya Lake Dambulla,Matale,Resort,Family;Couple,High,Click here to visit the website or get contact details.,https://www.amayahotels.com/amayalake,,,
102,Sigiriya Village Resort,Matale,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 66 2287654,,,
103,Kassapa Lions Rock Resort,Matale,Resort,Couple;Family,High,Click here to visit the website or get contact details.,https://www.kassapalionrock.com,,,
104,Sungreen Resort,Matale,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 66 2276543,,,
105,Lake View Resort Dambulla,Matale,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 1122334,,,
106,Sigiriya Nature Resort,Matale,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 2233445,,,
107,Grand Hotel Nuwara Eliya,Nuwara Eliya,Hotel,Family;Couple,High,Click here to visit the website or get contact details.,https://www.grandhotel.lk,,,
108,St. Andrew’s Hotel,Nuwara Eliya,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.standrews.lk,,,
109,Heritance Tea Factory,Nuwara Eliya,Hotel,Family;Couple,High,Click here to visit the website or get contact details.,https://www.heritancehotels.com/heritance-tea-factory,,,
110,Jetwing Warwick Gardens,Nuwara Eliya,Hotel,Couple;Family,High,Click here to visit the website or get contact details.,https://www.jetwinghotels.com/warwickgardens,,,
111,The Hill Club,Nuwara Eliya,Hotel,Family;Couple,High,Click here to visit the website or get contact details.,https://www.thehillclub.com,,,
112,Araliya Green Hills Hotel,Nuwara Eliya,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.araliyagreenhills.com,,,
113,Queens Hotel,Nuwara Eliya,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,https://www.queenshotelnuwaraeliya.com,,,
114,Pine Hill Villa,Nuwara Eliya,Villa,Couple;Family,High,Click here to visit the website or get contact details.,+94 77 9988776,,,
115,Ceylon Tea Trails Villa,Nuwara Eliya,Villa,Couple;Family,High,Click here to visit the website or get contact details.,https://www.teatrails.lk,,,
116,St. Mary’s Villa,Nuwara Eliya,Villa,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 77 8877665,,,
117,Glenloch Villa,Nuwara Eliya,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 7766554,,,
118,Hilltop Villa,Nuwara Eliya,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 6655443,,,
119,Evergreen Villa,Nuwara Eliya,Villa,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 77 5544332,,,
120,Fernhill Villa,Nuwara Eliya,Villa,Family;Couple,High,Click here to visit the website or get contact details.,+94 77 4433221,,,
121,Heritance Tea Factory Resort,Nuwara Eliya,Resort,Family;Couple,High,Click here to visit the website or get contact details.,https://www.heritancehotels.com/heritance-tea-factory,,,
122,Galway Forest Lodge,Nuwara Eliya,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 3322110,,,
123,Grand Hotel Resort,Nuwara Eliya,Resort,Family;Couple,High,Click here to visit the website or get contact details.,https://www.grandhotel.lk,,,
124,Jetwing Warwick Resort,Nuwara Eliya,Resort,Couple;Family,High,Click here to visit the website or get contact details.,https://www.jetwinghotels.com/warwickgardens,,,
125,The Blackpool Resort,Nuwara Eliya,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 1122334,,,
126,Panorama Resort,Nuwara Eliya,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 2233445,,,
127,Fox Hill Resort,Nuwara Eliya,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 3344556,,,
128,Amari Galle,Galle,Hotel,Family;Couple,High,Click here to visit the website or get contact details.,https://www.amari.com/galle,,,
129,Jetwing Lighthouse,Galle,Hotel,Family;Couple,High,Click here to visit the website or get contact details.,https://www.jetwinghotels.com/lighthouse,,,
130,The Fort Printers,Galle,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,https://www.fortprinters.com,,,
131,Galle Face Hotel,Galle,Hotel,Family;Couple,High,Click here to visit the website or get contact details.,https://www.gallefacehotel.com,,,
132,Fort Bazaar,Galle,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.fortbazaar.com,,,
133,The Wallawwa,Galle,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.thewallawwa.com,,,
134,Aditya Hotel Galle,Galle,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 91 2233445,,,
135,Ocean View Villa,Galle,Villa,Couple;Family,High,Click here to visit the website or get contact details.,+94 77 9988776,,,
136,Fort Villa Galle,Galle,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 8877665,,,
137,Lighthouse Villa,Galle,Villa,Couple;Solo,High,Click here to visit the website or get contact details.,+94 77 7766554,,,
138,Sunset Villa,Galle,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 6655443,,,
139,Coral Villa,Galle,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 5544332,,,
140,Palm Villa,Galle,Villa,Couple;Family,High,Click here to visit the website or get contact details.,+94 77 4433221,,,
141,The Fort Villa,Galle,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 3322110,,,
142,Amari Galle Resort,Galle,Resort,Family;Couple,High,Click here to visit the website or get contact details.,https://www.amari.com/galle,,,
143,Jetwing Lighthouse Resort,Galle,Resort,Family;Couple,High,Click here to visit the website or get contact details.,https://www.jetwinghotels.com/lighthouse,,,
144,Coral Sands Resort,Galle,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 91 3344556,,,
145,Fort Retreat Resort,Galle,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 1122334,,,
146,Palm Beach Resort,Galle,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 2233445,,,
147,Ocean Breeze Resort,Galle,Resort,Couple;Family,High,Click here to visit the website or get contact details.,+94 77 3344556,,,
148,Galle Bay Resort,Galle,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 5566778,,,
149,The Fortress Resort & Spa,Matara,Hotel,Family;Couple,High,Click here to visit the website or get contact details.,https://www.fortressresort.com,,,
150,Centara Ceysands Resort,Matara,Hotel,Family;Couple,High,Click here to visit the website or get contact details.,https://www.centarahotelsresorts.com/ceysands,,,
151,Calm Resort,Matara,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 41 2276543,,,
152,Lamunu Villa Hotel,Matara,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 41 2287654,,,
153,Cocoon Resort,Matara,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 41 2233445,,,
154,Paradise Beach Hotel,Matara,Hotel,Family;Couple,High,Click here to visit the website or get contact details.,+94 77 9988776,,,
155,Ocean Pearl Hotel,Matara,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 8877665,,,
156,Palm Breeze Villa,Matara,Villa,Couple;Family,High,Click here to visit the website or get contact details.,+94 77 7766554,,,
157,Sea View Villa,Matara,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 6655443,,,
158,Coral Bay Villa,Matara,Villa,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 77 5544332,,,
159,Sunset Villa,Matara,Villa,Family;Couple,High,Click here to visit the website or get contact details.,+94 77 4433221,,,
160,Palm Hill Villa,Matara,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 3322110,,,
161,Ocean Breeze Villa,Matara,Villa,Couple;Family,High,Click here to visit the website or get contact details.,+94 77 1122334,,,
162,Paradise Villa,Matara,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 2233445,,,
163,The Fortress Beach Resort,Matara,Resort,Family;Couple,High,Click here to visit the website or get contact details.,https://www.fortressresort.com,,,
164,Centara Ceysands Resort,Matara,Resort,Family;Couple,High,Click here to visit the website or get contact details.,https://www.centarahotelsresorts.com/ceysands,,,
165,Coral Sands Resort,Matara,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 41 3344556,,,
166,Palm Beach Resort,Matara,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 5566778,,,
167,Ocean View Resort,Matara,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 6677889,,,
168,Paradise Bay Resort,Matara,Resort,Family;Couple,High,Click here to visit the website or get contact details.,+94 77 7788990,,,
169,Matara Bay Resort,Matara,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 41 2233446,,,
170,Cinnamon Wild Yala,Hambantota,Hotel,Family;Couple,High,Click here to visit the website or get contact details.,https://www.cinnamonhotels.com/cinnamonwildyala,,,
171,Jetwing Yala,Hambantota,Hotel,Family;Couple,High,Click here to visit the website or get contact details.,https://www.jetwinghotels.com/yala,,,
172,Yala Safari Hotel,Hambantota,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 47 2276543,,,
173,Wild Coast Tented Lodge,Hambantota,Hotel,Family;Couple,High,Click here to visit the website or get contact details.,https://www.wildcoast.lk,,,
174,Kulu Safaris Lodge,Hambantota,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 9988776,,,
175,Elephant Rock Hotel,Hambantota,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 8877665,,,
176,Palms Safari Hotel,Hambantota,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 7766554,,,
177,Yala Forest Villa,Hambantota,Villa,Couple;Family,High,Click here to visit the website or get contact details.,+94 77 6655443,,,
178,Leopard Rock Villa,Hambantota,Villa,Couple;Solo,High,Click here to visit the website or get contact details.,+94 77 5544332,,,
179,Jungle Retreat Villa,Hambantota,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 4433221,,,
180,Safari Hills Villa,Hambantota,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 3322110,,,
181,Wildwood Villa,Hambantota,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 1122334,,,
182,Yala Sunset Villa,Hambantota,Villa,Couple;Family,High,Click here to visit the website or get contact details.,+94 77 2233445,,,
183,Elephant Plains Villa,Hambantota,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 3344556,,,
184,Cinnamon Wild Yala Resort,Hambantota,Resort,Family;Couple,High,Click here to visit the website or get contact details.,https://www.cinnamonhotels.com/cinnamonwildyala,,,
185,Jetwing Yala Resort,Hambantota,Resort,Family;Couple,High,Click here to visit the website or get contact details.,https://www.jetwinghotels.com/yala,,,
186,Leopard Safari Resort,Hambantota,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 47 3344556,,,
187,Wild Coast Resort,Hambantota,Resort,Family;Couple,High,Click here to visit the website or get contact details.,https://www.wildcoast.lk,,,
188,Jungle View Resort,Hambantota,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 5566778,,,
189,Safari Breeze Resort,Hambantota,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 6677889,,,
190,Elephant Bay Resort,Hambantota,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 7788990,,,
191,Jetwing Jaffna,Jaffna,Hotel,Family;Couple,High,Click here to visit the website or get contact details.,https://www.jetwinghotels.com/jaffna,,,
192,Jaffna Grand Hotel,Jaffna,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 21 2276543,,,
193,Uthayan Guest House,Jaffna,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 21 2287654,,,
194,Nallur Residency,Jaffna,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 21 2233445,,,
195,Jaffna City Hotel,Jaffna,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 21 3344556,,,
196,Ananya Hotel,Jaffna,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 21 4433221,,,
197,Palmyrah Residency,Jaffna,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 21 5566778,,,
198,Sangam Villa,Jaffna,Villa,Couple;Family,High,Click here to visit the website or get contact details.,+94 77 9988776,,,
199,Fort Villa Jaffna,Jaffna,Villa,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 77 8877665,,,
200,Ocean Breeze Villa,Jaffna,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 7766554,,,
201,Heritage Villa,Jaffna,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 6655443,,,
202,Green Garden Villa,Jaffna,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 5544332,,,
203,Coral Bay Villa,Jaffna,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 4433221,,,
204,Sunrise Villa,Jaffna,Villa,Couple;Family,High,Click here to visit the website or get contact details.,+94 77 3322110,,,
205,Jetwing Jaffna Resort,Jaffna,Resort,Family;Couple,High,Click here to visit the website or get contact details.,https://www.jetwinghotels.com/jaffna,,,
206,Nallur Residency Resort,Jaffna,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 21 7788990,,,
207,Palmyrah Bay Resort,Jaffna,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 6677889,,,
208,Sangam Beach Resort,Jaffna,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 5566778,,,
209,Coral Sands Resort,Jaffna,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 3344556,,,
210,Heritage Beach Resort,Jaffna,Resort,Family;Couple,High,Click here to visit the website or get contact details.,+94 77 2233445,,,
211,Ocean View Resort,Jaffna,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 1122334,,,
212,Kilinochchi Grand Hotel,Kilinochchi,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 21 2276543,,,
213,Star Residency Kilinochchi,Kilinochchi,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 21 2287654,,,
214,Palm Hotel Kilinochchi,Kilinochchi,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 21 2233445,,,
215,Green Leaf Hotel,Kilinochchi,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 21 3344556,,,
216,Serene Stay Kilinochchi,Kilinochchi,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 21 4433221,,,
217,Oasis Hotel,Kilinochchi,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 21 5566778,,,
218,Horizon Hotel,Kilinochchi,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 21 6677889,,,
219,Kilinochchi Villa,Kilinochchi,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 9988776,,,
220,Sunset Villa,Kilinochchi,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 8877665,,,
221,Green Garden Villa,Kilinochchi,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 7766554,,,
222,Palm Breeze Villa,Kilinochchi,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 6655443,,,
223,Oasis Villa,Kilinochchi,Villa,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 77 5544332,,,
224,Horizon Villa,Kilinochchi,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 4433221,,,
225,Serene Villa,Kilinochchi,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 3322110,,,
226,Kilinochchi Resort,Kilinochchi,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 21 7788990,,,
227,Green Leaf Resort,Kilinochchi,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 6677889,,,
228,Palm Beach Resort,Kilinochchi,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 5566778,,,
229,Oasis Bay Resort,Kilinochchi,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 3344556,,,
230,Horizon Bay Resort,Kilinochchi,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 2233445,,,
231,Serene Bay Resort,Kilinochchi,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 1122334,,,
232,Sunset Bay Resort,Kilinochchi,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 9988221,,,
233,Mannar Grand Hotel,Mannar,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 23 2276543,,,
234,Palmyrah Hotel,Mannar,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 23 2287654,,,
235,Ocean Breeze Hotel,Mannar,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 23 2233445,,,
