stay_id,name,district,accommodation_types,suitable_for,budget_level,description,url/contact number,,,
236,Horizon Hotel Mannar,Mannar,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 23 3344556,,,
237,Serene Stay Mannar,Mannar,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 23 4433221,,,
238,Oasis Hotel Mannar,Mannar,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 23 5566778,,,
239,Green Leaf Hotel Mannar,Mannar,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 23 6677889,,,
240,Palmyrah Villa,Mannar,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 9988776,,,
241,Sunset Villa Mannar,Mannar,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 8877665,,,
242,Green Garden Villa Mannar,Mannar,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 7766554,,,
243,Oasis Villa Mannar,Mannar,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 6655443,,,
244,Horizon Villa Mannar,Mannar,Villa,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 77 5544332,,,
245,Serene Villa Mannar,Mannar,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 4433221,,,
246,Palm Bay Villa,Mannar,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 3322110,,,
247,Mannar Resort,Mannar,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 23 7788990,,,
248,Green Leaf Resort Mannar,Mannar,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 6677889,,,
249,Palm Beach Resort Mannar,Mannar,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 5566778,,,
250,Oasis Bay Resort Mannar,Mannar,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 3344556,,,
251,Horizon Bay Resort Mannar,Mannar,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 2233445,,,
252,Serene Bay Resort Mannar,Mannar,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 1122334,,,
253,Sunset Bay Resort Mannar,Mannar,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 9988221,,,
254,Vavuniya Grand Hotel,Vavuniya,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 24 2276543,,,
255,Star Residency Vavuniya,Vavuniya,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 24 2287654,,,
256,Oasis Hotel Vavuniya,Vavuniya,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 24 2233445,,,
257,Horizon Hotel Vavuniya,Vavuniya,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 24 3344556,,,
258,Serene Stay Vavuniya,Vavuniya,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 24 4433221,,,
259,Green Leaf Hotel Vavuniya,Vavuniya,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 24 5566778,,,
260,Palm Residency Vavuniya,Vavuniya,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 24 6677889,,,
261,Horizon Villa Vavuniya,Vavuniya,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 9988776,,,
262,Green Garden Villa Vavuniya,Vavuniya,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 8877665,,,
263,Oasis Villa Vavuniya,Vavuniya,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 7766554,,,
264,Serene Villa Vavuniya,Vavuniya,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 6655443,,,
265,Palm Breeze Villa Vavuniya,Vavuniya,Villa,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 77 5544332,,,
266,Sunset Villa Vavuniya,Vavuniya,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 4433221,,,
267,Horizon Bay Villa Vavuniya,Vavuniya,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 3322110,,,
268,Vavuniya Resort,Vavuniya,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 24 7788990,,,
269,Green Leaf Resort Vavuniya,Vavuniya,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 6677889,,,
270,Palm Bay Resort Vavuniya,Vavuniya,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 5566778,,,
271,Oasis Bay Resort Vavuniya,Vavuniya,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 3344556,,,
272,Serene Bay Resort Vavuniya,Vavuniya,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 2233445,,,
273,Sunset Bay Resort Vavuniya,Vavuniya,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 1122334,,,
274,Horizon Beach Resort Vavuniya,Vavuniya,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 9988221,,,
275,Mullaitivu Grand Hotel,Mullaitivu,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 23 2276543,,,
276,Palmyrah Residency Mullaitivu,Mullaitivu,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 23 2287654,,,
277,Horizon Hotel Mullaitivu,Mullaitivu,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 23 2233445,,,
278,Serene Stay Mullaitivu,Mullaitivu,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 23 3344556,,,
279,Oasis Hotel Mullaitivu,Mullaitivu,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 23 4433221,,,
280,Green Leaf Hotel Mullaitivu,Mullaitivu,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 23 5566778,,,
281,Sunset Hotel Mullaitivu,Mullaitivu,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 23 6677889,,,
282,Mullaitivu Villa,Mullaitivu,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 9988776,,,
283,Ocean Breeze Villa Mullaitivu,Mullaitivu,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 8877665,,,
284,Horizon Villa Mullaitivu,Mullaitivu,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 7766554,,,
285,Serene Villa Mullaitivu,Mullaitivu,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 6655443,,,
286,Green Garden Villa Mullaitivu,Mullaitivu,Villa,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 77 5544332,,,
287,Palm Bay Villa Mullaitivu,Mullaitivu,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 4433221,,,
288,Sunset Bay Villa Mullaitivu,Mullaitivu,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 3322110,,,
289,Mullaitivu Resort,Mullaitivu,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 23 7788990,,,
290,Palm Bay Resort Mullaitivu,Mullaitivu,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 6677889,,,
291,Horizon Bay Resort Mullaitivu,Mullaitivu,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 5566778,,,
292,Serene Bay Resort Mullaitivu,Mullaitivu,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 3344556,,,
293,Sunset Bay Resort Mullaitivu,Mullaitivu,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 77 2233445,,,
294,Green Leaf Resort Mullaitivu,Mullaitivu,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 1122334,,,
295,Ocean View Resort Mullaitivu,Mullaitivu,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 77 9988221,,,
296,Batticaloa Grand Hotel,Batticaloa,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 65 2223344,,,
297,Star Residency Batticaloa,Batticaloa,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 65 2234455,,,
298,Ocean Breeze Hotel Batticaloa,Batticaloa,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 65 2245566,,,
299,Horizon Hotel Batticaloa,Batticaloa,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 65 2256677,,,
300,Serene Stay Batticaloa,Batticaloa,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 65 2267788,,,
301,Palm Residency Batticaloa,Batticaloa,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 65 2278899,,,
302,Green Leaf Hotel Batticaloa,Batticaloa,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 65 2289900,,,
303,Horizon Villa Batticaloa,Batticaloa,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Horizon+Villa+Batticaloa,,,
304,Sunset Villa Batticaloa,Batticaloa,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Sunset+Villa+Batticaloa,,,
305,Green Garden Villa Batticaloa,Batticaloa,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Green+Garden+Villa+Batticaloa,,,
306,Palm Breeze Villa Batticaloa,Batticaloa,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Palm+Breeze+Villa+Batticaloa,,,
307,Oasis Villa Batticaloa,Batticaloa,Villa,Couple;Solo,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Oasis+Villa+Batticaloa,,,
308,Serene Villa Batticaloa,Batticaloa,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Serene+Villa+Batticaloa,,,
309,Palm Bay Villa Batticaloa,Batticaloa,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Palm+Bay+Villa+Batticaloa,,,
310,Batticaloa Resort,Batticaloa,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Batticaloa+Resort,,,
311,Green Leaf Resort Batticaloa,Batticaloa,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Green+Leaf+Resort+Batticaloa,,,
312,Palm Bay Resort Batticaloa,Batticaloa,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Palm+Bay+Resort+Batticaloa,,,
313,Oasis Bay Resort Batticaloa,Batticaloa,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Oasis+Bay+Resort+Batticaloa,,,
314,Horizon Bay Resort Batticaloa,Batticaloa,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Horizon+Bay+Resort+Batticaloa,,,
315,Serene Bay Resort Batticaloa,Batticaloa,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Serene+Bay+Resort+Batticaloa,,,
316,Sunset Bay Resort Batticaloa,Batticaloa,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Sunset+Bay+Resort+Batticaloa,,,
317,Ampara Grand Hotel,Ampara,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 67 2223344,,,
318,Star Residency Ampara,Ampara,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 67 2234455,,,
319,Horizon Hotel Ampara,Ampara,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 67 2245566,,,
320,Serene Stay Ampara,Ampara,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 67 2256677,,,
321,Palm Residency Ampara,Ampara,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 67 2267788,,,
322,Green Leaf Hotel Ampara,Ampara,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 67 2278899,,,
323,Sunset Hotel Ampara,Ampara,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 67 2289900,,,
324,Horizon Villa Ampara,Ampara,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Horizon+Villa+Ampara,,,
325,Green Garden Villa Ampara,Ampara,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Green+Garden+Villa+Ampara,,,
326,Palm Breeze Villa Ampara,Ampara,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Palm+Breeze+Villa+Ampara,,,
327,Serene Villa Ampara,Ampara,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Serene+Villa+Ampara,,,
328,Sunset Villa Ampara,Ampara,Villa,Couple;Solo,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Sunset+Villa+Ampara,,,
329,Oasis Villa Ampara,Ampara,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Oasis+Villa+Ampara,,,
330,Palm Bay Villa Ampara,Ampara,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Palm+Bay+Villa+Ampara,,,
331,Ampara Resort,Ampara,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Ampara+Resort,,,
332,Green Leaf Resort Ampara,Ampara,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Green+Leaf+Resort+Ampara,,,
333,Palm Bay Resort Ampara,Ampara,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Palm+Bay+Resort+Ampara,,,
334,Oasis Bay Resort Ampara,Ampara,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Oasis+Bay+Resort+Ampara,,,
335,Horizon Bay Resort Ampara,Ampara,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Horizon+Bay+Resort+Ampara,,,
336,Serene Bay Resort Ampara,Ampara,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Serene+Bay+Resort+Ampara,,,
337,Sunset Bay Resort Ampara,Ampara,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Sunset+Bay+Resort+Ampara,,,
338,Trinco Grand Hotel,Trincomalee,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 26 2223344,,,
339,Star Residency Trincomalee,Trincomalee,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 26 2234455,,,
340,Horizon Hotel Trincomalee,Trincomalee,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 26 2245566,,,
341,Serene Stay Trincomalee,Trincomalee,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 26 2256677,,,
342,Palm Residency Trincomalee,Trincomalee,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 26 2267788,,,
343,Green Leaf Hotel Trincomalee,Trincomalee,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 26 2278899,,,
344,Sunset Hotel Trincomalee,Trincomalee,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 26 2289900,,,
345,Horizon Villa Trincomalee,Trincomalee,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Horizon+Villa+Trincomalee,,,
346,Green Garden Villa Trincomalee,Trincomalee,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Green+Garden+Villa+Trincomalee,,,
347,Palm Breeze Villa Trincomalee,Trincomalee,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Palm+Breeze+Villa+Trincomalee,,,
348,Serene Villa Trincomalee,Trincomalee,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Serene+Villa+Trincomalee,,,
349,Sunset Villa Trincomalee,Trincomalee,Villa,Couple;Solo,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Sunset+Villa+Trincomalee,,,
350,Oasis Villa Trincomalee,Trincomalee,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Oasis+Villa+Trincomalee,,,
351,Palm Bay Villa Trincomalee,Trincomalee,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Palm+Bay+Villa+Trincomalee,,,
352,Trincomalee Resort,Trincomalee,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Trincomalee+Resort,,,
353,Green Leaf Resort Trincomalee,Trincomalee,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Green+Leaf+Resort+Trincomalee,,,
354,Palm Bay Resort Trincomalee,Trincomalee,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Palm+Bay+Resort+Trincomalee,,,
355,Oasis Bay Resort Trincomalee,Trincomalee,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Oasis+Bay+Resort+Trincomalee,,,
356,Horizon Bay Resort Trincomalee,Trincomalee,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Horizon+Bay+Resort+Trincomalee,,,
357,Serene Bay Resort Trincomalee,Trincomalee,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Serene+Bay+Resort+Trincomalee,,,
358,Sunset Bay Resort Trincomalee,Trincomalee,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Sunset+Bay+Resort+Trincomalee,,,
359,Kurunegala Grand Hotel,Kurunegala,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 37 2223344,,,
360,Star Residency Kurunegala,Kurunegala,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 37 2234455,,,
361,Horizon Hotel Kurunegala,Kurunegala,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 37 2245566,,,
362,Serene Stay Kurunegala,Kurunegala,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 37 2256677,,,
363,Palm Residency Kurunegala,Kurunegala,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 37 2267788,,,
364,Green Leaf Hotel Kurunegala,Kurunegala,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 37 2278899,,,
365,Sunset Hotel Kurunegala,Kurunegala,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 37 2289900,,,
366,Horizon Villa Kurunegala,Kurunegala,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Horizon+Villa+Kurunegala,,,
367,Green Garden Villa Kurunegala,Kurunegala,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Green+Garden+Villa+Kurunegala,,,
368,Palm Breeze Villa Kurunegala,Kurunegala,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Palm+Breeze+Villa+Kurunegala,,,
369,Serene Villa Kurunegala,Kurunegala,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Serene+Villa+Kurunegala,,,
370,Sunset Villa Kurunegala,Kurunegala,Villa,Couple;Solo,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Sunset+Villa+Kurunegala,,,
371,Oasis Villa Kurunegala,Kurunegala,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Oasis+Villa+Kurunegala,,,
372,Palm Bay Villa Kurunegala,Kurunegala,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Palm+Bay+Villa+Kurunegala,,,
373,Kurunegala Resort,Kurunegala,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Kurunegala+Resort,,,
374,Green Leaf Resort Kurunegala,Kurunegala,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Green+Leaf+Resort+Kurunegala,,,
375,Palm Bay Resort Kurunegala,Kurunegala,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Palm+Bay+Resort+Kurunegala,,,
376,Oasis Bay Resort Kurunegala,Kurunegala,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Oasis+Bay+Resort+Kurunegala,,,
377,Horizon Bay Resort Kurunegala,Kurunegala,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Horizon+Bay+Resort+Kurunegala,,,
378,Serene Bay Resort Kurunegala,Kurunegala,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Serene+Bay+Resort+Kurunegala,,,
379,Sunset Bay Resort Kurunegala,Kurunegala,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Sunset+Bay+Resort+Kurunegala,,,
380,Puttalam Grand Hotel,Puttalam,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 32 2223344,,,
381,Star Residency Puttalam,Puttalam,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 32 2234455,,,
382,Horizon Hotel Puttalam,Puttalam,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 32 2245566,,,
383,Serene Stay Puttalam,Puttalam,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 32 2256677,,,
384,Palm Residency Puttalam,Puttalam,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 32 2267788,,,
385,Green Leaf Hotel Puttalam,Puttalam,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 32 2278899,,,
386,Sunset Hotel Puttalam,Puttalam,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 32 2289900,,,
387,Horizon Villa Puttalam,Puttalam,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Horizon+Villa+Puttalam,,,
